Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
34060,0.5912,-0.626,0.6118,-1.346,0.7095,1.0993,-0.2492,0.6258,-0.2297,-1.0843,0.9181,2.9321,-1.7584,0.6239,-0.5954,-0.4609,-0.6173,1.1416,-1.1128,0.0633,0.424,0.1063,-1.3593,-1.7822,-1.0987,1.5784,0.2619,-0.961,411.89,0
45908,-0.5417,0.3201,-0.7857,-0.7171,-1.0984,0.9725,-0.1424,-0.4249,-0.0948,-0.2834,0.4411,-0.3863,0.9191,-0.8357,-0.1859,-0.3219,-0.3168,-2.1331,0.8647,-0.5584,0.0379,-0.507,-1.139,1.2324,-1.7382,-0.048,-0.507,0.3213,104.48,0
11700,-0.3789,0.0918,-0.5689,-1.5642,-1.215,1.1244,0.62,-0.7913,0.4925,0.0333,0.7722,-0.4428,-0.0096,-1.1516,1.1468,0.5242,0.1185,2.445,1.179,1.4298,0.3328,-0.5132,0.4573,0.0521,-0.3387,1.1896,-0.311,0.2545,382.03,0
71631,0.5366,0.7737,0.055,0.259,-0.3167,-0.622,-0.625,-1.7976,0.5396,-1.3258,-0.4467,-2.0849,-0.6637,0.5447,0.0915,0.0313,0.2396,-1.6903,0.8737,-0.419,0.0315,0.4367,-2.6548,1.4231,-0.34,0.5578,-0.3442,-0.6164,441.26,0
44009,-0.0488,-0.296,-1.8332,-0.1443,-0.6191,1.2601,-1.6536,-1.6468,-0.8353,0.6474,0.0522,0.4702,-0.0773,0.1557,-0.0881,-0.1279,0.1634,0.6859,-0.4416,-0.6765,-0.2134,-0.2105,0.7739,-0.6783,0.1295,-1.1695,1.5762,-0.0945,395.84,0
149213,1.1974,2.2262,-2.2855,-1.6576,-0.4982,-1.4204,1.5152,-0.2658,-0.7003,1.2358,0.6525,-0.5828,0.6833,-0.9215,-0.6979,1.1784,-0.8449,-0.4999,-0.4615,-0.5622,-2.5454,-1.5592,0.151,1.376,0.685,-0.5192,-0.1277,-1.6778,310.26,0
15708,0.763,0.8939,0.2883,0.927,-0.4627,-0.5742,-0.462,-2.954,-1.9218,0.7093,0.5811,0.653,0.0654,-0.2767,0.2687,-0.9999,0.6398,-1.5387,0.2137,1.6107,-0.3735,0.5669,2.107,0.7448,1.7934,-0.1312,-0.2349,-0.6693,436.48,0
136700,-0.4702,0.9731,2.018,0.0767,0.5917,0.2783,-0.367,-0.4129,0.1245,0.4207,-1.5758,-1.0369,0.6679,-0.3051,1.4169,0.7578,-0.6024,1.4816,0.0199,0.6228,0.0053,0.8197,-1.3465,0.4537,-0.2387,1.7271,2.3498,1.2921,199.72,0
43978,-1.0305,0.1918,-0.8239,-0.6763,1.3823,2.0584,-1.6834,0.1912,-0.3743,0.1837,0.7032,-0.4685,-1.2343,-0.2938,0.4404,0.8738,-0.2805,0.7664,-1.0589,-0.4358,-0.7912,1.3724,0.7448,2.0982,1.9883,0.0522,-0.1191,-0.961,202.87,0
109004,2.4698,-0.9728,-0.8104,0.8295,-0.8424,-1.0321,-0.2365,0.1526,0.8686,-0.4662,-0.6021,-0.2633,-0.7071,0.2992,1.3678,-0.8313,-1.156,-0.0699,-0.582,-1.4303,-1.3326,-1.8563,-0.067,-0.742,1.7887,0.394,-1.0218,-1.1012,349.04,0
169170,0.8162,1.0926,0.5304,-0.1937,0.0213,1.314,-0.3097,-0.5061,0.3269,0.2946,-0.2353,-0.9564,-0.7369,-2.6015,1.9205,1.0613,0.4285,-0.4231,-1.3752,0.6805,-1.2344,-0.005,1.0054,-0.868,-0.1684,-1.6625,1.7939,-0.9237,55.53,0
150106,0.1534,-0.906,1.0375,1.2985,0.9116,-0.4288,-1.0524,2.7536,0.0228,-0.0514,1.3976,0.656,-1.4401,-0.2277,-0.0651,-0.6082,-1.101,1.1058,0.2033,0.6003,1.0377,-0.3481,0.2522,-0.5892,0.5921,0.2301,0.0446,-0.7736,451.23,0
107162,-2.0583,0.804,1.1006,0.9012,0.3712,0.2035,0.2582,0.2572,0.7189,0.1356,-1.6835,0.1571,0.7852,0.047,1.4214,-0.4109,0.0713,-0.2836,0.429,1.7188,-0.8604,0.8532,0.7639,-0.1856,-1.6753,0.1485,-0.718,-0.5524,341.25,0
89935,1.8425,-0.0064,1.3786,-0.5359,-0.248,0.2375,-0.5534,0.7039,0.8932,0.6505,-0.5129,-1.5233,0.4168,-0.3539,-1.6168,-1.2046,-0.2854,1.5237,0.381,-0.8797,-1.0795,-0.9929,-1.0199,0.1602,1.1125,2.7066,1.7654,-0.4824,9.3,0
94425,1.8505,-1.8873,-0.134,-1.4993,0.1187,1.1451,-0.1205,-1.7734,-1.3704,1.9283,1.0611,-0.4088,-0.8445,-1.3005,0.7959,0.5817,-1.2333,-0.9839,1.398,-1.4914,0.3451,-1.5502,1.1506,0.2326,1.614,0.9833,2.9521,-0.0686,233.93,0
116991,1.1018,-0.3197,-0.7226,-0.1888,1.1517,2.1085,-0.1462,-0.4489,0.2433,-0.0102,0.8021,-0.3836,-0.6034,0.5422,-0.285,-1.4531,1.4216,-0.4471,-1.1461,-1.9513,-0.7776,-0.8659,0.2539,-0.8631,0.2146,1.2922,0.3246,-0.1684,172.27,0
100047,-0.9955,-1.4436,1.0478,-0.2256,0.0808,0.7702,-0.1237,0.47,-0.7194,1.1298,0.9041,2.2085,-0.4684,-0.2307,-0.3793,0.9016,-0.0708,-0.8599,-0.5478,-0.3479,-0.8011,0.6786,0.2383,-1.7713,0.4755,-0.2096,-0.6895,-1.1452,54.19,0
2408,-1.0791,-0.2648,1.4701,1.8879,0.6133,-1.0048,-1.3044,0.372,0.9005,1.1741,0.4935,-1.4779,-0.699,-0.5004,0.5124,-0.0312,1.5655,-0.031,-1.861,0.2555,-1.5599,0.0488,-2.014,1.9712,-0.936,1.6257,0.3979,1.5748,405.4,0
13779,1.5322,-0.8031,1.0024,-1.2628,-0.5578,1.7504,0.5019,-0.3081,0.9889,0.1348,-1.0007,0.5304,-0.5771,0.8124,1.4496,0.7025,-0.4574,2.2182,-0.3811,-1.2012,0.7238,0.5075,0.514,-1.9374,2.2016,0.7789,-0.486,1.3748,289.0,0
115837,-0.2763,-0.7821,0.4306,0.5538,-0.0166,-1.6304,1.6064,0.0923,-1.339,-0.6895,0.5637,-0.0409,1.0047,-0.3237,1.2427,-1.9138,2.2264,1.5346,0.1405,0.2968,1.4381,-0.1791,-2.2024,-1.4644,-0.7104,-0.7282,0.7255,0.1574,244.82,0
156278,1.3956,-0.4097,-1.0874,1.0824,0.4119,-1.4069,0.3469,-1.9706,-0.4703,-0.65,-0.5468,-0.7853,0.3028,0.2843,-1.4832,0.1006,-0.2154,-0.0132,-1.1692,-0.5772,-0.2456,1.6357,0.1739,-0.6077,-1.4313,0.1426,-1.1903,0.5271,50.62,0
16645,-0.4493,-1.9396,-0.9914,-0.2381,-0.3047,-0.953,0.7195,-1.5945,-0.357,-0.0683,0.6478,-1.0625,0.6087,-1.3187,0.015,-0.6818,-0.2714,-0.4194,0.9975,-1.1753,1.0883,0.0364,-0.1111,0.2598,-1.2954,-0.6609,0.656,0.4038,376.78,0
22180,1.1784,-0.1494,-0.8207,0.9481,-2.134,1.1204,0.8456,0.0005,1.1422,-0.4014,0.3003,-1.4361,-1.2341,0.445,-0.4112,-1.1445,0.9281,-0.0817,-0.6666,-0.1632,1.5044,1.0788,0.0523,0.6434,-0.581,1.7993,1.3094,-0.3589,108.8,0
94126,-0.8305,4.7769,-3.3444,1.7838,-0.2912,4.3359,1.7153,2.8317,4.2383,-1.5337,1.5518,-0.6122,1.2111,4.0508,-0.5166,4.2169,-2.8976,-3.7634,-3.992,-1.6872,-1.7913,-0.1288,1.1373,-2.3564,0.6886,-2.846,2.2048,-0.5071,1715.56,1
139321,2.9147,2.4109,3.9262,1.7272,-1.7592,2.0514,-0.8803,5.9826,0.0641,0.4175,-5.6607,5.5094,-1.0217,0.9761,1.6652,-0.8401,-0.3485,-2.5432,1.508,-3.1357,-4.5813,-0.8429,2.5197,-2.8436,-4.9882,-3.9946,3.4677,6.3784,2253.03,1
90485,1.5584,-4.2378,0.916,-3.688,2.2463,-2.0564,-1.9432,-1.2731,-1.8377,-4.371,-0.9133,-1.3916,-2.1564,-0.9746,3.7334,-2.1003,-3.5641,3.7882,-1.3611,-2.8103,-3.1126,0.8455,-2.0511,2.6787,-1.6987,7.2114,-4.7366,-0.6164,4657.15,1
59969,-2.0141,5.5739,2.899,-0.9935,-0.5008,1.204,4.2616,2.3246,1.6952,-0.6119,4.6298,1.7465,-3.2954,-1.1668,5.4066,-5.4507,-3.1763,1.6441,-0.4127,-3.4042,-10.5104,-0.9943,3.5405,-3.0016,-3.4412,2.3237,4.2077,-2.6376,3713.72,1
140070,-0.0047,-2.245,-0.5094,-7.347,2.7497,-5.5366,-4.0484,-0.7226,-6.0572,-4.8449,-2.8319,-5.517,-2.119,-0.3154,5.1102,2.6087,-7.3781,-0.6359,-2.5904,1.3669,-1.0287,1.0511,1.9506,-1.1695,-4.9624,-1.2449,1.8671,1.7068,1820.95,1
55853,4.2368,0.0595,-5.3324,4.2107,6.8463,-3.2685,-6.318,-0.6184,5.8213,-2.5011,0.5982,-0.8415,3.3299,0.1233,-0.4273,1.363,-2.8164,3.8908,-0.3269,0.2311,-1.8052,0.8383,-6.3102,-1.1667,-5.6151,3.528,5.1343,0.2231,1625.61,1
123390,-2.0027,1.5462,-1.713,0.828,0.5428,-1.3329,-5.3151,2.1597,1.4746,2.384,-2.5903,1.1411,1.3707,-1.4502,0.3188,0.7987,-3.9041,3.0462,1.4412,-1.0334,1.0797,3.2528,-1.1974,-2.0317,-3.3353,1.8038,1.4624,-4.5181,1961.99,1
104825,-6.8027,-0.0794,1.6433,-2.4825,1.106,0.9119,1.7291,0.2312,-5.1235,-0.0,0.3827,4.5021,-4.4941,6.8753,-0.2526,-3.1924,-0.8494,3.3549,0.1549,-2.2584,2.0642,2.9369,0.0171,5.1186,6.3353,-7.2623,0.0924,5.5605,1392.86,1
27017,-1.0709,-3.3785,3.9351,8.5271,-3.5764,-2.3076,0.2064,1.5848,8.8803,2.1832,2.8539,-1.3627,-0.9746,-0.8753,2.9125,0.9657,-1.4757,3.985,0.3162,2.6973,-3.5521,0.467,-1.5806,-2.0081,-0.2937,2.4168,-1.8511,2.5137,1939.28,1
12466,0.0408,0.0893,-1.4101,-2.2354,-0.5354,2.3729,-2.4982,-1.9763,-0.0496,3.4876,-0.737,1.2591,-2.2169,-3.9702,0.2033,-1.5722,-3.5003,4.2005,-0.1776,-3.9962,-1.7513,-1.3534,-0.6452,3.9224,1.2144,0.7413,-2.7953,-2.9602,684.68,1
171535,0.8073,-1.7907,-1.2886,0.4569,3.8923,-1.4899,-1.0811,3.2252,0.2556,-3.6962,0.8927,1.2903,-4.1199,2.3255,3.9335,-3.1886,2.1835,-3.1661,-1.6445,2.3449,-1.0274,-1.0922,-3.1713,1.3458,-7.322,-1.1014,0.4607,-1.7537,1733.67,1
33799,-1.8477,7.2615,7.462,2.9975,2.0211,5.1228,-3.6976,0.1156,-1.1802,-0.1003,-3.3093,1.3648,-2.7569,-1.1419,-1.5965,-1.2744,3.9068,0.0884,-0.3351,-0.2189,3.2419,-1.5598,-4.7893,-0.1149,-0.3256,5.8602,-0.6814,2.2724,1035.97,1
58701,2.1228,0.6256,1.6478,0.4131,5.1119,-4.5871,-0.6793,5.2615,-1.4205,-1.7711,1.6514,-3.3227,2.7719,0.0244,-2.2734,-1.7671,4.0635,2.3431,-4.5725,-1.4627,-3.4598,2.2466,-0.4656,0.919,2.2503,-5.1186,1.4916,7.6312,1295.31,1
4099,-8.0981,-1.9382,0.9204,-5.1429,3.8954,3.0785,-3.2224,2.9514,2.9134,-3.1015,-5.2475,-1.7371,0.4354,2.3336,-4.7463,-2.6743,0.0318,-1.7448,0.5534,4.7975,-4.3875,4.753,1.5792,1.0543,2.3718,5.4836,1.3057,3.2301,3782.66,1
169755,-0.517,2.533,4.1564,-3.6527,-0.7421,-1.7873,1.9618,2.4812,-4.147,1.2041,-3.9402,2.769,3.2513,3.7967,1.3714,0.1018,-1.0805,0.9648,5.632,0.4807,1.4648,-0.6374,0.2985,-2.349,3.7608,-1.5275,0.1085,-0.3977,4062.47,1
142179,-0.2373,-2.7165,-0.5328,-1.9455,-3.8302,0.4735,-1.6821,0.6136,-0.8541,1.5138,4.3235,1.5835,-1.0701,-1.1041,0.6338,-1.2454,-1.0395,3.4375,0.8579,-1.4203,0.5631,-0.3467,-1.5196,0.7488,-1.2026,-1.7783,2.1426,-2.0377,4479.01,1
29467,-9.1711,0.4717,1.1972,7.415,-0.2373,1.1714,-1.4244,2.4532,1.1242,-0.5755,1.6539,0.4619,-2.4412,1.1746,1.3198,2.8682,3.5804,-2.8457,-1.7475,-1.7422,1.6912,-1.6827,-2.8794,0.0136,-0.6317,6.5077,1.5933,-5.0453,4377.71,1
38965,0.2934,-1.6635,1.9551,2.6136,2.3818,-7.8561,0.5809,-1.3506,-4.3388,2.1271,1.6286,2.0906,3.5655,3.681,-2.105,2.7997,-8.0013,0.9451,-3.4257,-2.5467,4.6535,5.4989,2.5985,-1.3946,-3.5542,-1.1385,-3.7148,0.1728,1535.52,1
21919,-2.7428,-1.5296,-4.0723,-2.1685,-0.0504,-4.675,0.0211,0.2263,0.5577,-0.0214,-7.0413,-2.705,0.9243,-0.5013,-3.4079,4.7313,3.7143,-4.1197,-0.4639,1.6082,4.8452,-6.385,1.9097,-1.1628,0.4778,-0.898,4.9727,5.8447,3667.83,1
98949,-0.4913,-4.6042,-0.8905,0.4558,3.1138,2.4471,-3.985,0.5844,0.9224,1.4173,1.4199,1.7446,5.6402,0.4431,-4.4215,2.5591,-1.6187,0.3113,-7.2048,-1.2551,-4.72,0.8947,-4.052,1.4884,1.4521,0.1208,4.0005,1.5839,3218.78,1
